GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
9700000US0505410,0505410,"Dollarway School District, Arkansas",8618,546,2454,480,908,266,130,82,58,45,193,92,198,111,247,127,82,55,0,18,1546,295,6164,545,1266,351,110,75,34,29,339,125,287,99,207,85,179,88,110,145,4898,399
9700000US0505430,0505430,"Dover School District, Arkansas",7235,802,1066,340,287,147,18,30,23,27,59,42,101,52,74,69,8,13,4,8,779,225,6169,813,1357,398,9,12,4,7,422,197,415,130,351,137,127,80,29,34,4812,532
9700000US0505470,0505470,"Drew Central School District, Arkansas",5636,580,1128,276,402,197,45,49,0,16,17,24,82,68,71,55,187,139,0,16,726,193,4508,611,937,281,35,36,21,26,252,115,141,77,275,123,184,107,29,32,3571,474
9700000US0505500,0505500,"Dumas School District, Arkansas",7714,531,2121,417,815,247,67,50,64,40,200,78,186,100,208,109,90,68,0,18,1306,239,5593,563,1223,268,126,89,65,49,148,69,346,135,397,119,127,74,14,22,4370,399
9700000US0505550,0505550,"Earle School District, Arkansas",2762,339,772,181,211,107,27,36,6,10,47,35,23,26,59,60,49,40,0,11,561,124,1990,329,424,140,15,16,30,32,124,91,84,41,86,49,79,49,6,10,1566,240
9700000US0505580,0505580,"East End School District, Arkansas",3595,365,398,183,216,143,0,11,1,4,70,47,92,80,16,25,37,49,0,11,182,92,3197,361,584,198,23,34,16,23,111,69,71,47,160,82,116,69,87,87,2613,290
9700000US0505680,0505680,"El Dorado School District, Arkansas",23767,720,5328,863,2225,492,199,86,137,87,505,202,545,242,485,194,354,158,0,21,3103,481,18439,990,4581,551,299,103,362,133,1221,300,582,148,946,174,896,241,275,125,13858,706
9700000US0505760,0505760,"Elkins School District, Arkansas",5664,685,586,273,253,149,65,106,14,20,41,48,34,30,72,55,27,44,0,16,333,174,5078,662,1181,282,60,47,94,67,425,144,214,120,271,131,87,49,30,26,3897,497
9700000US0505850,0505850,"England School District, Arkansas",3927,279,846,221,328,147,13,21,59,50,103,49,81,58,29,27,43,40,0,11,518,121,3081,344,536,145,44,38,11,18,129,72,128,61,143,56,71,39,10,9,2545,292
9700000US0505970,0505970,"Eureka Springs School District, Arkansas",7670,714,1106,293,256,150,34,30,0,16,50,60,100,76,67,58,5,9,0,16,850,215,6564,742,811,250,23,38,36,50,102,58,371,174,164,99,97,59,18,15,5753,577
9700000US0506060,0506060,"Camden Fairview School District, Arkansas",17677,496,4580,731,1502,405,127,87,131,81,331,121,517,275,358,125,38,43,0,18,3078,482,13097,914,2423,400,85,49,140,85,667,190,597,195,476,134,385,153,73,48,10674,657
9700000US0506090,0506090,"Farmington School District, Arkansas",11410,995,757,270,285,163,0,18,0,18,15,26,18,27,76,74,124,120,52,58,472,166,10653,979,2833,636,157,119,288,168,592,220,559,243,537,210,356,166,344,178,7820,633
9700000US0506120,0506120,"Fayetteville School District, Arkansas",77624,1484,17641,1339,11065,1047,214,133,103,66,531,256,583,238,581,241,7961,855,1092,337,6576,766,59983,1865,16930,1063,1631,308,877,231,2740,434,2683,462,2572,374,4484,478,1943,351,43053,1301
9700000US0506150,0506150,"Flippin School District, Arkansas",7072,469,1336,276,296,140,25,26,23,23,146,85,42,46,52,47,8,11,0,16,1040,207,5736,506,1158,176,24,18,39,36,328,92,357,109,282,77,113,51,15,18,4578,424
9700000US0506210,0506210,"Fordyce School District, Arkansas",4317,361,468,153,63,50,0,16,10,15,15,19,0,16,4,7,34,36,0,16,405,123,3849,389,856,269,99,89,50,42,191,110,203,112,111,86,158,96,44,46,2993,242
9700000US0506240,0506240,"Foreman School District, Arkansas",2517,283,501,179,137,87,9,13,12,18,31,42,31,29,41,38,13,20,0,11,364,124,2016,275,470,121,16,19,38,35,87,38,84,40,163,74,59,38,23,23,1546,222
9700000US0506270,0506270,"Forrest City School District, Arkansas",17951,494,4764,724,1705,350,139,80,40,34,327,161,554,185,479,170,147,81,19,30,3059,489,13187,878,2893,381,357,168,141,87,682,203,451,125,729,169,470,150,63,45,10294,666
9700000US0506330,0506330,"Fort Smith Public Schools, Arkansas",84341,593,22137,1552,8130,823,566,224,526,231,2123,479,1539,282,1950,338,1426,407,0,27,14007,1054,62204,1731,13697,970,706,208,691,217,2747,439,2461,377,3284,413,3472,474,336,131,48507,1371
9700000US0506360,0506360,"Fouke School District, Arkansas",5462,540,625,245,90,57,0,16,17,24,23,26,21,22,23,23,6,10,0,16,535,231,4837,558,1062,342,93,72,32,35,290,141,251,158,226,105,64,42,106,88,3775,435
9700000US0506420,0506420,"Fountain Lake School District, Arkansas",13769,874,1161,414,193,102,34,37,19,31,18,27,43,44,49,55,30,26,0,18,968,382,12608,912,1158,328,51,43,58,57,222,105,336,152,239,121,251,135,1,8,11450,756
9700000US0506540,0506540,"Gentry Public Schools, Arkansas",8051,862,1170,346,221,100,0,16,11,18,113,63,18,21,49,29,30,34,0,16,949,296,6881,852,1827,432,0,16,103,74,452,143,394,171,393,181,457,194,28,22,5054,629
9700000US0506630,0506630,"Glen Rose School District, Arkansas",5406,702,1123,560,469,324,65,71,98,100,130,125,43,59,12,18,100,90,21,37,654,336,4283,491,1036,312,97,97,46,34,303,158,213,106,163,92,201,136,13,18,3247,356
9700000US0506690,0506690,"Centerpoint School District, Arkansas",4728,469,1053,314,355,154,44,42,8,14,119,64,58,38,58,38,47,39,21,26,698,205,3675,455,829,217,120,70,53,38,144,70,211,87,181,91,110,50,10,11,2846,350
9700000US0506840,0506840,"Gravette School District, Arkansas",14793,737,1086,377,309,211,14,15,5,8,31,26,83,103,166,136,10,16,0,18,777,230,13707,670,2308,370,144,84,84,54,525,169,576,174,616,138,316,104,47,35,11399,523
9700000US0506870,0506870,"Green Forest School District, Arkansas",7474,677,1104,268,328,121,18,17,9,11,28,23,73,39,161,93,39,34,0,16,776,200,6370,711,1468,313,70,47,65,45,466,187,177,71,467,158,223,104,0,16,4902,555
9700000US0506900,0506900,"Greenbrier School District, Arkansas",15224,579,2032,475,412,242,28,24,29,27,159,161,76,80,83,63,37,30,0,18,1620,338,13192,743,3763,367,236,84,249,103,1002,188,671,130,869,180,603,159,133,72,9429,546
9700000US0506930,0506930,"Greenland Public Schools, Arkansas",6835,679,966,312,402,177,60,59,34,36,74,57,207,107,20,24,7,8,0,16,564,161,5869,656,1485,396,138,78,44,33,229,93,428,180,399,153,212,129,35,25,4384,434
9700000US0506990,0506990,"Greenwood School District, Arkansas",19568,954,2039,648,679,353,54,66,67,61,171,162,173,125,142,130,57,60,15,25,1360,379,17529,915,4443,457,506,219,240,114,873,205,1061,242,901,197,699,209,163,89,13086,734
9700000US0507110,0507110,"Gurdon School District, Arkansas",4167,465,702,205,198,103,5,9,15,24,68,56,37,31,35,26,38,35,0,11,504,162,3465,405,692,183,69,48,0,11,134,55,176,75,148,88,158,101,7,11,2773,302
9700000US0507140,0507140,"Guy-Perkins Schools, Arkansas",2099,338,229,91,48,33,7,11,8,11,5,10,18,17,10,12,0,11,0,11,181,71,1870,323,448,137,14,13,29,15,131,52,78,45,80,37,99,52,17,22,1422,228
9700000US0507170,0507170,"Hackett Public Schools, Arkansas",5583,677,1026,379,462,222,27,30,81,81,175,103,105,93,34,31,40,31,0,16,564,180,4557,562,924,246,68,45,22,19,184,72,264,104,219,106,148,64,19,15,3633,421
9700000US0507230,0507230,"Hampton School District, Arkansas",3636,236,718,246,204,100,28,35,1,3,47,33,51,41,59,38,18,19,0,11,514,180,2918,262,416,91,6,11,35,24,117,48,64,26,126,48,66,39,2,3,2502,223
9700000US0507290,0507290,"Harmony Grove School District (Clark, Dallas, and Ouachita Counties); Arkansas",4748,449,857,245,283,117,9,12,40,30,80,56,44,37,55,37,55,41,0,16,574,180,3891,415,708,163,58,60,38,30,91,47,112,61,154,78,237,126,18,23,3183,362
9700000US0507320,0507320,"Harmony Grove School District (Saline County), Arkansas",5125,327,402,194,119,85,0,16,0,16,50,59,0,16,17,27,52,52,0,16,283,144,4723,360,1289,264,145,72,62,50,523,235,239,112,171,80,126,95,23,31,3434,351
9700000US0507350,0507350,"Harrisburg School District, Arkansas",6395,467,846,208,196,117,0,16,13,16,54,54,49,39,73,45,7,12,0,16,650,153,5549,465,1293,298,80,40,75,46,224,90,296,119,284,92,298,133,36,28,4256,358
9700000US0507380,0507380,"Harrison School District, Arkansas",20058,789,2955,569,904,269,42,34,114,95,167,116,184,119,132,78,254,119,11,18,2051,414,17103,856,3758,418,155,90,231,121,705,186,1005,194,851,152,673,211,138,77,13345,661
9700000US0507530,0507530,"Hazen School District, Arkansas",4489,239,864,209,240,111,34,29,22,21,69,38,53,53,50,32,12,16,0,11,624,129,3625,267,779,139,92,38,32,23,100,45,225,72,264,56,54,27,12,13,2846,190
9700000US0507560,0507560,"Heber Springs School District, Arkansas",11227,545,1716,388,591,203,54,59,52,45,177,110,122,118,147,86,39,39,0,18,1125,238,9511,634,1544,258,65,51,42,38,435,157,400,118,456,127,130,84,16,29,7967,517
9700000US0507620,0507620,"Hector School District, Arkansas",3672,422,732,262,159,98,4,8,14,14,14,17,48,41,41,42,20,23,18,27,573,228,2940,405,518,149,3,6,49,39,145,78,71,46,158,65,65,39,27,21,2422,328
9700000US0507680,0507680,"Helena-West Helena School District, Arkansas",11879,388,4560,631,1942,321,209,96,68,61,390,139,535,137,594,192,146,111,0,18,2618,447,7319,634,1539,358,74,50,82,65,241,118,301,137,425,140,329,162,87,58,5780,453
9700000US0507710,0507710,"Hermitage School District, Arkansas",2513,294,564,160,303,111,45,30,23,22,116,65,26,25,61,34,32,23,0,11,261,77,1949,304,421,124,17,17,3,5,148,80,69,47,133,77,41,31,10,14,1528,235
9700000US0507740,0507740,"Cross County School District, Arkansas",3610,341,629,224,198,116,18,23,45,51,43,31,58,48,20,21,14,15,0,11,431,130,2981,296,517,129,16,16,50,43,90,39,115,47,194,75,36,27,16,19,2464,227
9700000US0507770,0507770,"Highland School District, Arkansas",11678,536,2280,426,580,220,23,19,4,6,123,70,291,163,52,44,87,64,0,18,1700,303,9398,622,1515,261,48,43,81,62,269,85,401,137,602,136,104,70,10,11,7883,492
9700000US0507840,0507840,"Hope School District, Arkansas",13972,516,3713,662,1449,409,118,68,102,94,203,105,454,143,409,184,152,113,11,16,2264,376,10259,680,2457,432,61,42,110,90,629,174,646,182,567,174,390,149,54,47,7802,502
9700000US0507860,0507860,"Horatio School District, Arkansas",3383,501,752,281,247,145,26,27,0,11,77,47,85,69,54,38,5,9,0,11,505,177,2631,432,467,155,17,17,14,15,97,54,98,58,192,84,49,34,0,11,2164,353
9700000US0507890,0507890,"Hot Springs School District, Arkansas",28142,857,8241,784,2627,584,267,128,147,97,307,143,532,234,555,312,762,312,57,72,5614,580,19901,1007,3323,515,140,95,272,92,899,223,636,181,609,158,566,173,201,120,16578,833
9700000US0507920,0507920,"Jessieville School District, Arkansas",7308,675,993,500,434,318,0,16,18,29,92,101,112,109,84,94,128,117,0,16,559,263,6315,677,663,254,122,75,33,38,99,74,153,87,122,96,115,101,19,15,5652,561
9700000US0507990,0507990,"Hoxie School District, Arkansas",3493,165,698,209,218,117,15,22,1,2,34,23,74,56,79,73,15,14,0,11,480,126,2795,226,683,140,50,30,9,12,133,57,135,52,201,65,120,68,35,35,2112,158
9700000US0508040,0508040,"West Memphis School District, Arkansas",25071,622,7521,734,3056,419,298,137,202,112,790,167,885,186,582,162,291,116,8,12,4465,497,17550,820,3529,459,199,90,221,122,511,138,772,229,1007,215,649,158,170,76,14021,579
9700000US0508130,0508130,"Huntsville School District, Arkansas",14330,300,2463,410,639,179,17,25,28,30,222,100,118,53,176,84,78,59,0,18,1824,323,11867,519,2474,253,98,54,97,63,536,125,653,153,753,154,305,103,32,24,9393,397
9700000US0508240,0508240,"Jasper School District, Arkansas",4796,530,1076,308,226,144,0,11,48,42,56,36,61,42,50,59,11,19,0,11,850,229,3720,432,568,164,52,37,12,14,129,71,113,49,107,62,132,73,23,33,3152,383
9700000US0508280,0508280,"Jonesboro Public Schools, Arkansas",34638,1253,8720,1216,4011,775,375,214,441,213,789,275,652,215,361,158,1265,314,128,86,4709,603,25918,1442,5820,738,378,173,420,173,1275,312,1223,345,1221,208,829,222,474,195,20098,1001
9700000US0508340,0508340,"Junction City School District, Arkansas",3315,537,437,234,40,37,0,11,0,11,25,31,2,4,13,19,0,11,0,11,397,221,2878,503,667,235,83,81,37,41,124,82,191,99,134,73,59,50,39,44,2211,371
9700000US0508400,0508400,"Riverview School District, Arkansas",6702,713,1726,409,545,214,7,9,22,22,191,135,60,42,107,68,28,21,130,105,1181,260,4976,664,789,187,54,71,13,16,179,77,113,49,275,111,97,55,58,51,4187,622
9700000US0508490,0508490,"Kirby School District, Arkansas",2860,346,400,170,122,81,19,30,0,11,42,36,27,27,28,22,6,8,0,11,278,98,2460,343,503,151,34,33,29,27,81,61,120,63,175,66,64,42,0,11,1957,269
9700000US0508610,0508610,"Lake Hamilton School District, Arkansas",25066,1012,3410,831,1218,461,139,117,37,47,376,178,182,115,139,99,291,217,54,72,2192,566,21656,1198,4814,662,239,122,207,122,990,332,1046,216,1292,348,931,298,109,105,16842,877
9700000US0508640,0508640,"Lakeside School District (Ashley and Chicot Counties), Arkansas",7966,278,2202,368,806,210,134,69,53,44,233,111,92,45,200,77,83,44,11,17,1396,209,5764,342,1287,193,139,45,43,33,311,78,265,92,273,74,198,72,58,47,4477,264
9700000US0508670,0508670,"Lakeside School District (Garland County), Arkansas",17601,986,1787,568,534,256,133,127,38,44,112,84,42,52,162,119,47,74,0,18,1253,364,15814,1014,3486,461,271,155,317,160,684,218,659,225,1065,279,426,132,64,53,12328,816
9700000US0508700,0508700,"Lamar School District, Arkansas",6443,445,1685,470,408,209,0,16,34,31,90,53,159,124,108,80,17,23,0,16,1277,327,4758,529,834,191,46,35,54,37,308,119,185,75,126,56,90,48,25,26,3924,407
9700000US0508730,0508730,"Lavaca Public Schools, Arkansas",5062,439,738,315,288,144,20,34,17,24,39,36,91,73,79,63,26,31,16,23,450,214,4324,510,1045,224,84,53,13,14,283,107,201,67,235,108,217,88,12,19,3279,353
9700000US0508940,0508940,"Lincoln School District, Arkansas",6593,703,1390,344,411,195,22,20,20,22,124,90,108,84,82,60,55,64,0,16,979,210,5203,686,1399,318,40,36,54,40,447,174,244,100,426,182,109,56,79,76,3804,474
9700000US0509000,0509000,"Little Rock School District, Arkansas",170468,1255,31656,2247,11736,1390,669,253,813,298,3077,603,2323,522,1943,407,1920,427,991,286,19920,1458,138812,2495,32511,1625,2907,476,1939,369,6215,624,5781,601,6936,541,6137,633,2596,341,106301,1845
9700000US0509060,0509060,"Lonoke School District, Arkansas",8805,539,1232,447,441,254,9,14,0,16,136,104,210,145,65,52,16,20,5,8,791,227,7573,572,1656,243,36,42,121,85,443,125,475,156,412,121,151,82,18,29,5917,493
9700000US0509150,0509150,"Magazine Schools, Arkansas",2545,349,580,234,233,145,11,12,8,8,63,35,57,55,54,51,40,44,0,11,347,134,1965,269,455,123,21,17,30,21,111,48,103,53,98,42,63,45,29,24,1510,197
9700000US0509190,0509190,"Magnet Cove School District, Arkansas",2256,501,81,76,28,31,0,11,0,11,12,18,0,11,0,11,16,25,0,11,53,54,2175,486,414,213,0,11,14,22,58,51,152,91,140,112,50,77,0,11,1761,348
9700000US0509240,0509240,"Malvern Special School District, Arkansas",16464,670,3167,617,952,328,103,82,59,49,375,184,126,74,77,56,167,135,45,74,2215,452,13297,775,2898,381,293,125,118,74,731,193,494,159,535,128,662,195,65,44,10399,709
9700000US0509270,0509270,"Mammoth Spring Schools, Arkansas",2651,502,1074,419,419,290,49,35,69,76,55,48,120,135,46,45,80,77,0,11,655,243,1577,346,231,124,15,22,5,7,56,50,91,58,26,24,26,34,12,18,1346,276
9700000US0509330,0509330,"Mansfield School District, Arkansas",6765,752,848,236,195,99,33,31,22,25,10,12,65,51,61,34,4,6,0,16,653,190,5917,775,1319,350,5,9,56,48,228,111,451,193,291,109,272,151,16,22,4598,529
9700000US0509360,0509360,"Lee County School District, Arkansas",7597,210,1983,364,469,172,40,42,0,16,121,88,167,116,101,64,40,34,0,16,1514,252,5614,408,1186,211,40,31,111,67,183,107,309,105,315,88,202,101,26,21,4428,304
9700000US0509390,0509390,"Marion School District, Arkansas",20335,643,2696,594,1036,291,106,81,47,36,289,101,272,126,154,75,158,70,10,12,1660,366,17639,720,5102,503,282,118,362,146,1334,224,1014,178,1072,172,883,161,155,78,12537,497
9700000US0509420,0509420,"Marked Tree School District, Arkansas",3291,201,963,228,254,99,56,44,3,7,81,53,37,33,46,42,20,20,11,17,709,171,2328,258,365,105,0,11,24,20,72,38,104,49,101,57,48,41,16,16,1963,226
9700000US0509480,0509480,"Searcy County School District, Arkansas",6499,278,1251,327,327,180,9,13,18,18,76,87,92,81,97,50,25,23,10,16,924,207,5248,403,1095,201,91,53,87,53,177,80,345,92,280,83,63,41,52,47,4153,308
9700000US0509510,0509510,"Marvell School District, Arkansas",3624,476,846,257,342,170,115,67,5,8,82,83,54,50,45,54,41,37,0,11,504,132,2778,469,540,201,0,11,34,56,129,78,163,86,124,74,61,50,29,47,2238,354
9700000US0509540,0509540,"Mayflower School District, Arkansas",6231,823,780,448,208,182,0,16,0,16,29,37,74,86,59,50,46,68,0,16,572,313,5451,836,1433,455,132,87,73,74,358,168,267,138,343,154,250,120,10,12,4018,504
9700000US0509570,0509570,"Maynard School District, Arkansas",2929,422,909,476,237,167,25,35,0,11,17,27,30,24,77,75,88,93,0,11,672,324,2020,334,400,131,23,16,16,16,65,32,78,37,111,67,107,59,0,11,1620,281
9700000US0509600,0509600,"McCrory School District, Arkansas",2750,253,473,146,104,58,6,9,31,33,30,24,28,24,9,15,0,11,0,11,369,111,2277,262,574,139,7,11,19,22,136,86,119,62,178,80,90,64,25,35,1703,186
9700000US0509630,0509630,"McGehee School District, Arkansas",5967,276,2065,367,813,226,29,26,45,41,104,72,282,111,228,115,98,75,27,37,1252,239,3902,413,828,199,42,28,8,9,193,77,191,64,298,87,96,50,0,16,3074,310
9700000US0509720,0509720,"Melbourne School District, Arkansas",4764,514,599,218,115,74,32,32,17,18,22,20,18,19,26,26,0,11,0,11,484,196,4165,515,820,215,34,36,55,40,174,86,265,98,139,72,102,81,51,67,3345,405
9700000US0509750,0509750,"Mena Public Schools, Arkansas",12106,528,2964,612,762,295,96,67,34,45,239,171,176,89,111,60,106,80,0,18,2202,423,9142,643,1664,325,105,55,67,45,370,117,450,158,421,96,218,110,33,27,7478,468
9700000US0509780,0509780,"Mineral Springs School District, Arkansas",3498,518,552,224,253,162,52,47,18,22,34,26,53,51,50,43,46,41,0,11,299,121,2946,490,571,179,40,29,40,46,51,34,243,134,108,78,79,52,10,17,2375,364
9700000US0509840,0509840,"Monticello School District, Arkansas",10116,571,2516,450,1043,328,33,41,61,88,199,142,45,39,94,68,611,284,0,18,1473,312,7600,688,1644,341,154,115,91,74,426,196,318,161,268,112,350,155,37,44,5956,515
9700000US0509990,0509990,"Mount Ida School District, Arkansas",3893,332,602,187,216,117,1,2,35,34,62,43,30,27,46,37,42,47,0,11,386,98,3291,336,449,141,57,46,28,35,83,53,101,51,129,71,42,30,9,10,2842,267
9700000US0510080,0510080,"Mount Vernon-Enola School District, Arkansas",2306,319,289,134,52,37,4,6,0,11,8,9,12,16,28,24,0,11,0,11,237,116,2017,307,435,131,7,11,27,34,81,59,150,78,95,44,75,40,0,11,1582,236
9700000US0510170,0510170,"Mountain Pine School District, Arkansas",4001,659,990,487,215,178,3,5,59,75,76,91,15,22,29,29,33,46,0,11,775,354,3011,537,539,205,32,33,5,8,103,90,108,65,130,72,152,96,9,14,2472,421
9700000US0510200,0510200,"Mountain View School District, Arkansas",11925,183,2853,559,830,300,16,27,61,56,218,121,228,142,241,130,66,46,0,18,2023,318,9072,564,1607,359,108,58,69,49,262,117,368,143,377,170,385,149,38,35,7465,345
9700000US0510260,0510260,"Mountainburg Schools, Arkansas",4362,562,587,267,63,73,0,11,0,11,12,19,24,30,27,41,0,11,0,11,524,248,3775,527,631,167,125,87,21,34,115,77,118,59,203,124,36,35,13,22,3144,455
9700000US0510290,0510290,"Mulberry School District, Arkansas",4144,436,1152,351,408,227,42,48,31,28,105,72,138,85,50,47,42,40,0,11,744,220,2992,385,528,180,59,41,20,18,208,109,62,29,86,57,85,51,8,11,2464,291
9700000US0510320,0510320,"South Pike County School District, Arkansas",4808,349,696,205,174,81,12,24,27,20,72,45,19,18,16,15,28,26,0,16,522,152,4112,335,905,174,35,37,125,53,210,104,200,72,202,61,108,52,25,34,3207,273
9700000US0510380,0510380,"Nashville School District, Arkansas",8873,704,2288,551,1083,357,52,45,106,66,215,99,366,187,158,92,167,108,19,31,1205,300,6585,528,1366,321,125,83,143,77,181,92,358,158,307,106,230,90,22,26,5219,406
9700000US0510410,0510410,"Nemo Vista School District, Arkansas",2536,387,518,251,128,70,17,20,8,14,46,46,32,29,23,23,2,4,0,11,390,206,2018,295,490,143,29,24,16,15,58,38,209,97,146,66,28,32,4,7,1528,212
9700000US0510440,0510440,"Nettleton School District, Arkansas",22595,1124,4350,848,2056,521,145,183,52,48,220,125,195,126,246,125,946,244,252,165,2294,612,18245,1100,4718,594,302,158,155,84,990,257,913,236,897,202,1132,302,329,157,13527,920
9700000US0510560,0510560,"Norfork Schools, Arkansas",3735,525,586,260,150,118,4,8,25,36,2,5,29,36,75,60,15,15,0,11,436,167,3149,572,425,209,29,37,14,17,125,86,116,84,88,56,44,33,9,14,2724,447
9700000US0510680,0510680,"North Little Rock School District, Arkansas",53568,1458,13162,1688,4874,978,463,200,461,168,1367,403,1149,378,629,225,769,226,36,43,8288,1020,40406,1790,8688,985,507,190,484,155,1479,313,1554,328,2106,462,1912,410,646,180,31718,1387
9700000US0510920,0510920,"Omaha School District, Arkansas",2350,323,304,111,88,52,0,11,17,16,21,21,23,19,23,17,4,7,0,11,216,83,2046,315,384,146,13,13,10,11,74,42,58,33,127,73,83,59,19,16,1662,249
9700000US0510950,0510950,"Osceola School District, Arkansas",6714,186,2334,456,1268,314,55,63,120,121,193,96,509,226,288,140,103,69,0,16,1066,231,4380,483,770,202,82,65,11,18,155,99,92,51,226,96,141,74,63,92,3610,392
9700000US0510980,0510980,"Ouachita School District, Arkansas",1835,284,218,124,74,54,3,4,1,2,29,38,16,27,25,23,0,11,0,11,144,79,1617,259,403,124,30,31,30,25,82,37,114,51,81,40,66,39,0,11,1214,178
9700000US0511010,0511010,"Ozark School District, Arkansas",9649,457,2434,618,753,319,26,34,0,18,219,142,365,216,136,109,7,8,0,18,1681,380,7215,716,1358,337,45,48,31,31,310,143,356,133,382,170,196,76,38,37,5857,504
9700000US0511070,0511070,"Pangburn School District, Arkansas",3600,465,583,259,146,103,32,37,0,11,4,7,23,30,61,60,26,30,0,11,437,184,3017,455,561,195,6,7,25,29,137,72,244,132,140,88,9,9,0,11,2456,373
9700000US0511130,0511130,"Paris School District, Arkansas",6718,436,1492,385,431,172,34,32,34,33,115,73,144,84,85,71,0,16,19,33,1061,289,5226,487,921,212,47,35,47,32,192,70,184,71,233,106,218,97,0,16,4305,374
9700000US0511220,0511220,"Parkers Chapel School District, Arkansas",2965,453,254,141,122,87,18,23,15,19,7,12,13,14,35,33,34,37,0,11,132,73,2711,437,704,196,89,63,36,38,148,79,125,67,238,91,68,52,0,11,2007,290
9700000US0511340,0511340,"Perryville School District, Arkansas",5043,396,1205,325,402,168,29,32,20,27,200,115,64,49,31,27,58,52,0,16,803,210,3838,386,839,165,91,72,7,10,272,109,159,56,194,60,116,66,0,16,2999,320
9700000US0511370,0511370,"Piggott School District, Arkansas",5105,284,945,198,200,77,5,9,0,16,85,59,33,32,28,28,49,32,0,16,745,173,4160,302,728,136,86,65,33,25,149,57,139,56,201,75,107,55,13,14,3432,270
9700000US0511610,0511610,"Pocahontas School District, Arkansas",10452,476,1693,402,543,192,85,44,39,35,60,47,138,77,125,95,96,72,0,18,1150,243,8759,624,2131,354,73,50,131,98,443,141,517,139,521,171,364,128,82,83,6628,437
9700000US0511700,0511700,"Pottsville Public Schools, Arkansas",6506,663,1013,436,349,232,0,16,25,31,173,210,34,36,89,86,28,31,0,16,664,247,5493,605,1544,360,148,121,28,26,351,126,237,78,302,146,430,180,48,39,3949,406
9700000US0511730,0511730,"Poyen School District, Arkansas",1217,194,236,109,67,61,12,20,0,11,32,33,1,3,22,22,0,11,0,11,169,67,981,204,338,111,15,15,12,14,84,44,61,30,118,66,37,26,11,9,643,113
9700000US0511760,0511760,"Prairie Grove School District, Arkansas",10180,662,660,287,115,73,0,18,7,12,69,52,20,25,19,29,0,18,0,18,545,235,9520,715,2493,395,98,69,131,85,696,168,595,169,620,207,304,136,49,47,7027,535
9700000US0511820,0511820,"Prescott School District, Arkansas",4024,326,1209,542,484,246,63,54,0,11,259,225,44,60,75,71,43,74,0,11,725,371,2815,528,539,260,63,81,67,94,172,129,106,66,54,55,57,61,20,34,2276,388
9700000US0511850,0511850,"Pulaski County Special School District, Arkansas",152086,2024,18749,2033,6135,1039,567,199,558,216,1554,383,918,289,1047,284,1101,283,390,239,12614,1328,133337,2165,32460,1571,2443,388,1931,416,6595,690,6059,643,6621,583,6854,722,1957,367,100877,1805
9700000US0511880,0511880,"Quitman School District, Arkansas",5057,430,691,241,131,67,56,61,0,16,20,16,8,10,29,38,18,17,0,16,560,212,4366,444,686,160,13,15,77,43,128,65,162,55,151,95,140,77,15,18,3680,391
9700000US0511970,0511970,"Rogers Public Schools, Arkansas",86358,1070,10308,1038,3895,560,265,123,215,84,1182,239,1016,276,706,177,467,140,44,49,6413,664,76050,1318,18085,771,993,177,908,194,4190,459,4580,441,4558,428,2362,360,494,135,57965,1119
9700000US0512000,0512000,"Rose Bud School District, Arkansas",3855,564,480,171,106,56,0,11,9,13,43,30,44,30,10,19,0,11,0,11,374,148,3375,561,709,215,36,37,4,7,198,87,250,116,132,96,81,45,8,13,2666,431
9700000US0512060,0512060,"Russellville Schools, Arkansas",33744,1044,7461,985,2647,550,188,81,137,73,455,213,346,157,351,145,1165,330,5,11,4814,697,26283,1332,6627,725,567,183,384,144,1390,292,1244,292,1033,244,1581,396,428,134,19656,981
9700000US0512090,0512090,"Salem School District, Arkansas",4699,445,857,210,255,108,8,10,8,9,55,30,39,32,112,66,33,35,0,11,602,158,3842,454,752,150,71,44,24,17,149,53,148,72,261,76,85,50,14,19,3090,398
9700000US0512180,0512180,"Scranton School District, Arkansas",2348,302,382,187,185,158,7,10,6,10,6,9,18,22,127,150,21,19,0,11,197,67,1966,261,421,122,37,31,6,6,91,53,80,39,96,45,104,55,7,12,1545,204
9700000US0512210,0512210,"Searcy School District, Arkansas",28606,1049,4807,795,1964,491,24,31,83,75,244,135,477,228,248,157,718,261,170,75,2843,499,23799,1064,5698,617,441,166,421,187,1398,281,1275,271,948,217,859,199,356,130,18101,803
9700000US0512420,0512420,"Shirley School District, Arkansas",4590,444,550,199,185,120,5,8,14,25,100,63,18,20,31,36,17,20,0,11,365,137,4040,477,637,199,30,24,11,14,167,92,177,76,228,101,7,12,17,15,3403,363
